,tortoise,container,magpie,football,ambulance,ladder,toothbrush,syringe,sink,toy,organ,apple,cosmetics,paddle,snowman,beer,chopsticks,bird,croissant,cucumber,radish,towel,doll,skull,glove,tick,belt,sunglasses,banjo,cart,ball,backpack,bicycle,centipede,boat,surfboard,boot,headphones,shorts,bus,boy,screwdriver,barge,laptop,miniskirt,drill,dress,bear,waffle,pancake,woodpecker,pretzel,bagel,tower,teapot,person,swimwear,beehive,brassiere,bee,bat,starfish,popcorn,burrito,chainsaw,balloon,wrench,tent,lantern,toaster,flashlight,billboard,tiara,limousine,necklace,carnivore,scissors,stairs,printer,chair,shirt,poster,cheese,sock,earrings,tie,watercraft,cabinetry,suitcase,muffin,bidet,snack,snowmobile,clock,cattle,cello,camel,coat,suit,desk,cat,juice,gondola,beetle,cannon,cookie,fountain,coin,calculator,cocktail,box,stapler,drum,dessert,drink,zucchini,ladle,dice,oven,dinosaur,ratchet,couch,spatula,whiteboard,door,hat,shower,eraser,fedora,guacamole,dagger,scarf,dolphin,sombrero,mug,tap,stretcher,goggles,blender,volleyball,vase,wardrobe,coffee,whisk,food,skirt,fax,fruit,nightstand,barrel,kite,tart,treadmill,fox,flag,jacket,egg,guitar,pillow,isopod,grape,panda,giraffe,woman,rhinoceros,bathtub,goldfish,houseplant,goat,house,horse,hammer,harp,sandal,saucer,harpsichord,heater,harmonica,hamster,curtain,bed,kettle,fireplace,scale,insect,kitchenware,invertebrate,bookcase,refrigerator,jaguar,artichoke,table,tableware,kangaroo,koala,knife,bottle,lynx,lavender,lighthouse,dumbbell,bowl,humidifier,porch,lizard,mammal,mouse,motorcycle,snowplow,missile,bust,man,milk,plate,mushroom,crutch,pitcher,mirror,scoreboard,briefcase,nail,oboe,ostrich,piano,girl,plant,potato,pasta,penguin,pumpkin,pear,mixer,cupboard,jacuzzi,pizza,pig,reptile,rifle,lipstick,skateboard,raven,rose,rabbit,sculpture,saxophone,shotgun,seafood,snowboard,sword,sushi,loveseat,ski,squirrel,tripod,stethoscope,submarine,scorpion,segway,snake,skyscraper,sheep,television,trombone,tea,tank,taco,telephone,torch,tiger,strawberry,trumpet,tree,tomato,train,tool,trousers,truck,coffeemaker,violin,vehicle,handbag,wine,weapon,wheel,worm,wok,whale,zebra,jug,cream,monkey,lion,bread,platter,chicken,eagle,helicopter,owl,duck,turtle,hippopotamus,crocodile,toilet,squid,clothing,footwear,lemon,spider,deer,frog,banana,rocket,countertop,dog,book,elephant,shark,candle,leopard,axe,porcupine,flower,canary,cheetah,hamburger,maple,building,fish,lobster,furniture,hedgehog,airplane,spoon,otter,bull,oyster,bomb,bench,caterpillar,butterfly,parachute,orange,antelope,beaker,window,closet,castle,jellyfish,goose,mule,swan,peach,coconut,raccoon,chisel,fork,lamp,camera,squash,racket,vegetable,diaper,unicycle,falcon,chime,snail,shellfish,cabbage,carrot,mango,jeans,flowerpot,pineapple,drawer,stool,envelope,cake,dragonfly,honeycomb,ladybug,shelf,watch,candy,salad,parrot,handgun,sparrow,van,grinder,tire,ruler,microphone,broccoli,umbrella,pastry,grapefruit,band-aid,animal,turkey,lily,pomegranate,doughnut,glasses,pen,ant,car,aircraft,skunk,watermelon,cantaloupe,dishwasher,flute,sandwich,shrimp,binoculars,ipod,accordion,willow,crab,crown,seahorse,perfume,alpaca,taxi,canoe,wheelchair,armadillo,maracas,helmet
scissors,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stairs,0,0,0,1,0,48,0,0,3,6,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,3,0,2,2,1,16,0,9,0,2,0,4,3,45,0,1,1,0,0,32,1,0,0,3,0,0,8,0,837,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,28,0,0,0,68,2,6,0,0,0,3,11,14,0,0,0,0,0,9,1,0,0,10,29,15,21,0,1,0,1,0,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,11,0,1,291,5,0,0,1,0,0,1,1,0,0,1,0,1,0,0,6,0,0,0,0,2,0,2,2,1,0,0,0,0,5,15,0,0,0,0,0,0,1,247,0,2,0,61,0,784,2,0,0,3,0,0,0,0,0,5,2,0,5,0,0,0,0,9,0,0,0,114,0,0,0,0,0,0,1,6,0,0,0,201,0,38,0,1,0,0,0,349,0,0,0,0,0,3,0,0,0,0,0,1,85,721,0,0,0,1,0,0,4,2,0,0,1,0,0,11,0,0,0,23,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,18,0,3,0,0,0,0,0,0,0,0,0,709,0,12,2,33,1,0,2,121,1,0,1,55,0,0,0,0,0,0,2,2,0,0,0,0,2,0,1,0,0,0,0,0,675,320,0,0,0,0,1,0,2,14,11,0,0,10,0,0,0,74,0,0,0,2,1406,0,0,240,0,5,0,0,1,0,0,8,0,0,0,1,0,0,727,0,7,0,1,0,0,0,0,0,0,0,5,1,0,1,1,0,0,0,3,0,0,0,0,0,70,49,0,5,1,0,0,0,0,0,23,0,0,0,0,0,0,2,0,23,0,1,0,7,0,0,0,44,0,0,0,0,9,0,0,53,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1
printer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,16,1,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,2,45,5,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,0,0,28,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,5,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,1,0,0,0,0,14,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chair,0,2,0,3,1,19,0,0,96,189,13,2,0,0,1,46,2,35,0,0,0,1,15,3,1,0,1,76,1,10,32,12,102,0,35,0,14,4,53,37,543,0,0,1001,11,0,474,5,0,2,0,0,1,4,3,15444,17,0,5,0,0,0,2,0,0,57,0,124,3,0,0,9,1,0,4,332,0,68,16,0,63,49,0,4,0,52,38,544,13,0,1,52,0,90,2,34,1,44,780,3003,117,13,0,0,0,1,5,1,0,24,25,0,38,42,376,0,0,0,12,1,0,1322,0,193,377,90,4,1,19,0,0,8,0,6,18,7,3,21,0,0,349,8,12,0,571,21,2,24,119,9,0,0,1,1,54,72,0,82,90,0,0,2,2,5375,0,9,0,511,3,2569,15,0,8,6,26,10,1,0,0,519,432,5,270,0,0,3,2,340,20,0,1,13807,454,1,0,0,318,0,0,3,0,18,0,230,1,630,0,16,0,0,3,6910,0,19,0,3,3,120,0,1,0,1,0,93,1511,2319,0,1,1,7,1,0,84,6,7,1,1,4,0,7,0,23,1,41,10,1,3,0,0,0,171,0,2,36,0,0,0,0,1,18,2,150,4,5,0,0,7,0,1,0,6,1744,0,48,5,187,17,1,22,640,23,52,12,267,0,3,0,1,5,0,1,0,4,15,4,0,0,1,4,0,0,0,3,0,13060,3476,1,0,4,0,2,0,240,290,356,1,1,104,0,1,0,572,0,0,1,1,4945,8,0,23241,0,11,3,0,0,0,0,159,0,1,2,0,0,0,1647,8,1,0,3,0,0,0,3,0,0,2,100,18,6,2,15,0,0,0,2,1,0,0,0,0,533,332,2,209,152,0,23,0,0,0,588,4,0,5,1,0,0,21,0,120,0,85,0,183,6,0,0,441,0,1,0,0,352,1,0,225,14,1,1,0,1,0,5,0,0,0,11,0,0,1,0,0,0,1,1,50,0,0,15
shirt,0,0,0,3,1,0,0,0,5,4,1,1,1,0,0,6,0,5,0,0,0,0,2,0,0,0,22,142,1,0,7,2,9,0,1,0,4,6,79,4,275,0,0,38,21,0,173,1,0,0,0,0,0,2,0,4816,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,1,0,11,5,2,2,1,63,0,30,0,6,1,759,0,0,0,0,0,4,0,13,0,1,0,133,969,27,1,1,0,0,0,0,0,0,0,2,3,0,1,4,60,0,0,0,0,0,0,5,0,16,30,165,0,0,68,0,0,17,0,4,1,0,0,40,0,0,3,1,0,0,36,25,0,4,0,2,0,0,0,0,20,183,0,10,3,0,0,0,0,1184,0,0,0,25,1,20,2,0,0,6,2,0,0,0,0,7,1,0,1,0,0,2,0,10,0,0,0,91,17,0,0,0,34,0,0,0,0,0,0,2,0,222,0,0,0,0,0,4395,0,0,0,1,1,4,0,0,0,0,0,3,298,157,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,3,0,3,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,6,0,5,2,0,0,0,1,0,0,0,1,211,0,4,0,387,0,0,1,71,14,13,2,26,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,4954,468,0,0,1,0,0,0,2,5,15,0,0,2,0,0,0,28,0,0,0,0,40,1,0,160,0,3,0,0,0,0,0,2,0,0,0,0,0,0,51,5,1,0,0,0,0,0,0,0,0,0,2,10,0,1,1,0,0,1,0,0,0,0,0,0,561,8,0,1,0,0,5,0,0,0,9,28,1,0,1,1,0,3,0,8,0,169,0,1,0,0,0,18,0,0,0,0,827,0,0,37,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,6
poster,0,0,0,13,0,1,0,0,0,106,1,7,7,0,0,20,0,118,0,0,0,0,26,51,2,0,0,77,1,10,18,4,96,0,53,2,9,6,14,13,162,1,0,18,3,1,190,15,0,0,1,0,0,14,0,10189,30,0,10,2,5,0,1,0,0,9,1,2,0,1,0,583,1,2,6,140,2,6,0,49,30,0,3,1,0,45,55,2,0,0,0,48,0,14,18,10,5,19,320,23,49,1,0,1,0,2,0,2,0,2,4,0,17,6,118,0,0,1,0,17,0,8,0,34,36,118,0,0,30,0,1,13,2,4,5,0,0,30,1,0,5,0,4,0,135,4,0,34,0,5,0,1,1,3,51,69,0,95,4,0,2,3,2,2780,5,0,0,8,3,97,90,0,3,0,3,1,0,0,0,4,5,0,4,0,15,0,14,5,1,3,0,89,19,2,0,0,89,0,0,9,0,0,0,0,1,556,0,37,0,1,0,3912,0,1,0,0,0,2,3,1,0,3,0,12,628,397,0,1,1,9,0,1,1,0,4,6,9,18,13,4,2,27,10,8,6,5,1,0,7,0,2,6,3,3,0,0,1,1,4,25,3,14,1,0,6,0,2,0,12,0,7,599,2,17,5,60,17,0,9,794,8,13,73,231,0,0,1,0,0,0,10,12,2,0,16,9,6,11,3,0,0,2,0,0,6989,783,1,0,9,2,1,5,0,90,1001,7,6,5,2,0,0,143,0,5,12,3,512,11,0,171,0,45,1,1,8,0,0,7,0,13,0,2,2,0,155,0,0,0,1,3,0,0,0,1,0,0,0,24,1,5,12,0,1,4,0,0,0,1,2,0,166,13,0,0,1,0,1,0,0,0,13,7,1,0,5,8,0,7,0,79,0,24,1,21,0,0,0,499,1,0,0,0,269,1,1,312,55,0,1,0,0,3,8,0,1,0,2,0,0,6,1,1,0,4,0,3,0,0,51
cheese,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,93,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,1,0,0,115,36,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,489,0,0,41,0,0,0,5,0,0,0,0,7,0,0,0,8,0,0,6,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1,0,1,2,2,0,0,0,0,6,43,0,0,9,16,0,0,0,0,4,0,0,0,1,1,0,0,0,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,8,2,3,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,5,0,0,66,0,2,0,0,0,0,0,0,11,2,1,0,0,0,0,2,0,0,0,40,19,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,68,0,5,1,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,75,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,8,0,0,0,2,0,1,77,0,0,0,0,0,0,0,0,1,0,10,0,0,2,0,0,0,1,0,0,1,0,0,0,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sock,0,0,0,2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,1,0,0,5,0,2,0,0,0,24,0,25,0,9,0,0,2,7,0,11,0,0,0,0,0,0,0,1,170,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,0,0,0,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,2,4,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,6,0,1,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,26,0,0,0,1,0,1,0,0,0,15,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,22,0,0,0,0,0,1,0,1,0,0,0,0,33,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,28,0,0,0,5,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,380,269,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,0,0,0,1,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
earrings,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,1,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,136,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,1,0,0,1,0,0,3,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,1,7,0,1,0,0,0,0,0,0,0,0,0,0,61,5,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
tie,0,1,0,1,0,0,0,0,0,10,0,1,0,0,0,4,0,3,0,0,0,0,4,0,1,0,5,59,0,0,1,0,2,0,0,0,3,3,1,4,110,0,0,51,2,0,387,0,0,0,0,0,0,2,0,7385,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,3,6,0,14,3,0,3,2,52,759,45,0,0,0,0,0,1,0,0,1,5,0,11,0,1,0,148,6597,26,0,0,0,0,0,0,0,0,0,3,2,0,2,4,139,0,0,0,0,0,0,11,0,1,5,115,0,0,65,0,0,26,0,1,2,0,0,27,0,0,8,0,0,0,32,2,0,2,0,0,0,0,0,0,142,90,0,1,2,0,0,0,0,1468,0,0,0,19,1,5,3,0,0,2,2,0,0,0,0,11,1,0,0,0,0,1,0,16,0,0,0,88,48,0,0,0,86,0,0,0,0,0,0,0,0,354,0,0,0,0,0,7080,0,0,0,0,1,4,0,0,0,0,0,3,202,128,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,19,0,2,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,5,0,10,1,0,0,0,1,0,0,0,2,79,0,4,0,105,0,0,4,47,3,26,1,17,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,7461,185,0,0,1,0,0,1,0,4,32,0,0,5,0,0,0,119,0,0,0,0,39,1,0,172,0,0,0,0,0,0,0,1,0,0,0,0,1,0,13,2,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,35,8,0,2,0,0,4,0,0,0,14,17,0,0,1,0,0,0,0,7,0,532,1,0,0,0,0,11,0,1,0,0,973,2,0,31,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,3
watercraft,3,0,0,0,0,4,0,0,0,44,1,0,0,1719,0,2,0,188,0,0,0,0,1,1,1,0,0,129,0,1,11,0,55,0,24785,132,0,0,44,18,157,0,344,1,0,0,28,0,0,0,0,0,0,306,0,6583,64,0,4,0,0,1,0,0,0,5,0,17,0,0,0,16,0,1,0,33,0,11,0,38,0,55,0,0,0,0,0,1,2,0,0,2,3,14,3,0,1,8,12,4,7,0,344,0,6,0,5,2,0,0,0,0,4,1,11,1,0,0,0,1,0,4,0,0,5,89,0,0,6,0,0,4,9,1,0,1,0,48,0,2,0,0,0,0,16,0,0,3,0,1,0,0,0,0,119,30,0,4,2,0,0,0,0,709,0,0,0,7,0,399,8,0,0,1,0,0,0,0,0,2,4,0,0,0,1,0,1,2,0,0,0,47,0,0,0,0,6,0,0,135,0,0,0,6,2,456,0,10,1,6,0,1804,0,0,0,0,0,0,1,0,0,0,0,1,268,1000,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,2,0,12,0,0,2,0,0,0,0,0,0,4,0,32,0,0,0,637,0,0,0,0,7,0,0,0,0,0,0,3446,0,19,1,17,30,0,1,24894,1,1,35,331,0,0,11,0,0,0,0,0,0,0,1,3,61,0,15,3,0,2,0,0,2806,387,0,0,1,0,0,4,0,45,14,0,1,0,0,0,0,47,0,0,0,1,1795,34,0,105,0,106,0,1,1,1,0,19,0,0,10,0,0,0,176,0,8,0,4,0,17,0,4,0,0,0,0,4,0,0,3,0,0,2,1,0,1,0,0,0,67,11,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,18,0,101,1,2,0,32,0,0,0,225,0,0,0,0,84,0,0,284,155,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1737,2,0,0,85
cabinetry,0,1,0,0,0,9,0,0,906,19,4,1,0,0,0,3,3,3,0,0,0,2,3,0,0,0,0,0,0,2,1,0,2,0,0,0,0,1,3,0,25,0,0,18,2,1,15,0,0,0,0,0,0,0,4,560,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,1,0,0,0,32,0,14,2,544,0,2,0,0,0,1,1,0,0,0,19,3,0,28,0,0,0,4,25,554,21,0,0,0,0,0,0,0,0,3,17,0,0,5,31,0,1,0,260,1,0,104,1,5,239,4,31,0,2,0,0,0,0,1,3,215,0,0,2,0,86,59,0,0,128,0,1,7,165,1,0,0,0,0,2,4,0,0,19,0,0,1,0,113,0,36,0,43,0,1081,0,0,0,0,1,0,0,0,0,73,157,8,48,0,0,3,0,126,181,0,0,1144,49,0,0,0,76,0,0,0,0,11,0,7,0,28,0,1,0,0,0,170,0,4,0,0,4,89,0,0,0,0,0,4,45,80,0,0,1,0,1,9,847,2,1,1,0,0,0,0,0,3,1,1,0,0,0,0,0,1,15,0,0,1,0,0,0,0,0,2,0,71,0,0,0,0,1,0,0,0,0,26,0,2,1,7,0,13,1,13,4,12,0,10,0,4,0,0,7,0,0,0,0,3,1,0,0,0,0,0,0,0,29,0,445,68,0,0,1,0,0,0,1338,20,67,0,0,6,0,0,0,44,0,0,1,0,847,0,0,2461,0,0,1,0,0,0,0,3,0,0,0,0,1,0,470,44,0,0,1,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,1,0,0,0,0,0,19,23,0,1141,25,0,3,0,0,0,642,1,0,1,1,0,0,0,0,3,0,0,0,0,1,0,0,41,0,0,0,0,12,0,0,3,0,0,1,0,44,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
suitcase,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,20,3,0,1,0,1,0,1,1,7,0,0,2,0,0,5,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,1,0,0,13,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,5,5,4,22,0,0,0,0,0,0,0,0,0,18,0,1,0,0,0,0,0,0,0,0,3,0,1,4,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,10,0,3,0,0,0,0,0,53,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,2,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,78,0,0,0,0,0,0,0,38,0,1,0,1,13,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8,0,7,3,16,0,0,1,29,10,0,1,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,70,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,14,0,0,39,0,1,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
muffin,0,0,0,0,0,0,0,0,0,30,0,1,0,0,1,1,0,2,0,1,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,2,0,0,2,0,0,0,0,3,1,0,0,85,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,443,0,0,0,0,0,0,1,0,3,3,0,2,0,59,0,0,0,4,2,0,0,1170,33,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,2,0,0,1,0,5,0,1282,0,0,21,0,0,0,17,0,0,2,1,0,1,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11,48,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,17,3,11,0,0,0,0,0,0,0,0,0,0,12,11,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,13,0,2,1,0,0,0,0,1,0,2,0,4,0,1,0,0,0,0,0,0,0,0,36,4,0,0,0,0,0,0,0,0,0,0,50,6,3,0,0,0,0,0,0,2,2,0,0,30,0,0,0,64,0,0,0,0,0,0,0,4,0,0,2,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,387,0,0,2,0,0,31,0,0,0,0,0,0,0,0,0,1,0,109,1,0,5,0,1,0,3,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
